합체,형태소,품사,분류,카운트,상대빈도,시각화용,,
광고_Noun,광고,Noun,비비큐 After,1836,1.10%,광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 광고 ,,
광고안해도_Foreign,광고안해도,Foreign,비비큐 After,2,0.00%,광고안해도 광고안해도 ,,
광고인_Noun,광고인,Noun,비비큐 After,18,0.01%,광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 광고인 ,,
광고인데_Foreign,광고인데,Foreign,비비큐 After,2,0.00%,광고인데 광고인데 ,,
광고주_Noun,광고주,Noun,비비큐 After,4,0.00%,광고주 광고주 광고주 광고주 ,,
광고지_Noun,광고지,Noun,비비큐 After,6,0.00%,광고지 광고지 광고지 광고지 광고지 광고지 ,,
광곤_Noun,광곤,Noun,비비큐 After,2,0.00%,광곤 광곤 ,,
광곤데_Noun,광곤데,Noun,비비큐 After,8,0.00%,광곤데 광곤데 광곤데 광곤데 광곤데 광곤데 광곤데 광곤데 ,,
광곸_Noun,광곸,Noun,비비큐 After,4,0.00%,광곸 광곸 광곸 광곸 ,,
광광_Adverb,광광,Adverb,비비큐 After,2,0.00%,광광 광광 ,,
광대_Noun,광대,Noun,비비큐 After,2,0.00%,광대 광대 ,,
광도_Noun,광도,Noun,비비큐 After,4,0.00%,광도 광도 광도 광도 ,,
광빠_Noun,광빠,Noun,비비큐 After,4,0.00%,광빠 광빠 광빠 광빠 ,,
광석_Noun,광석,Noun,비비큐 After,2,0.00%,광석 광석 ,,
광수_Noun,광수,Noun,비비큐 After,1,0.00%,광수 ,,
광어_Noun,광어,Noun,비비큐 After,4,0.00%,광어 광어 광어 광어 ,,
광역시_Noun,광역시,Noun,비비큐 After,1,0.00%,광역시 ,,
광자_Noun,광자,Noun,비비큐 After,2,0.00%,광자 광자 ,,
광팬_Noun,광팬,Noun,비비큐 After,2,0.00%,광팬 광팬 ,,
광회_Noun,광회,Noun,비비큐 After,2,0.00%,광회 광회 ,,
